age,fnlwgt,education-num,capital-gain,hours-per-week,>50K,Own-child
0.025660972875172924,0.1776300167524623,0.8,2.843351082039233,0.0,0,0
0.8280969929649316,0.19341033511459868,0.8,-0.29804070514871617,-4.4,0,0
-0.04728775622389604,0.5537707200073199,0.5333333333333333,-0.29804070514871617,0.0,0,0
1.0469431802621385,0.6057137006385108,0.4,-0.29804070514871617,0.0,0,0
-0.7767750472145857,0.8880656679091231,0.8,-0.29804070514871617,0.0,0,0
-0.120236485322965,0.7414897927618038,0.8666666666666667,-0.29804070514871617,0.0,0,0
0.7551482638658625,0.402750758653442,0.26666666666666666,-0.29804070514871617,-4.4,0,0
0.9739944511630695,0.5374212754091721,0.5333333333333333,-0.29804070514871617,1.0,1,0
-0.5579288599173787,0.09121269091598284,0.8666666666666667,3.606986945957942,2.0,1,0
0.2445071601723798,0.4007411167291527,0.8,3.1980024483356035,0.0,1,0
-0.120236485322965,0.7302760997479508,0.6,-0.29804070514871617,4.0,1,0
-0.6308775890164477,0.35131155004934256,0.8,-0.29804070514871617,0.0,1,0
-1.1415186927099306,0.2995047240200682,0.8,-0.29804070514871617,-2.0,0,1
-0.4849801308183098,0.5248324209159613,0.7333333333333333,-0.29804070514871617,2.0,0,0
0.09860970197424189,0.298143178000902,0.6666666666666666,-0.29804070514871617,0.0,1,0
-0.3390826726201719,0.6350305095231977,0.2,-0.29804070514871617,1.0,0,0
-0.9956212345117925,0.44786967063657196,0.5333333333333333,-0.29804070514871617,-1.0,0,1
-0.4849801308183098,0.4752857612785028,0.5333333333333333,-0.29804070514871617,0.0,0,0
-0.04728775622389604,0.04520877402039489,0.4,-0.29804070514871617,2.0,0,0
0.3174558892714488,0.7621662306088619,0.8666666666666667,-0.29804070514871617,1.0,1,0
0.09860970197424189,0.49353047793533,1.0,-0.29804070514871617,4.0,1,0
1.1198919093612074,0.7893181813230745,0.5333333333333333,-0.29804070514871617,-4.0,0,0
-0.2661339435211029,0.17580282199474123,0.26666666666666666,-0.29804070514871617,0.0,0,0
0.3174558892714488,0.285249337199398,0.4,-0.29804070514871617,0.0,0,0
1.4846355548565522,0.2634046928678953,0.5333333333333333,-0.29804070514871617,0.0,0,0
1.2657893675593452,0.5570520459135104,0.8,-0.29804070514871617,0.0,1,0
-1.4333136091062064,0.424826865808203,0.5333333333333333,-0.29804070514871617,0.0,0,1
1.1198919093612074,0.45727795362901047,0.6,-0.29804070514871617,4.0,1,0
0.025660972875172924,0.9666295963070519,0.5333333333333333,-0.29804070514871617,4.0,0,0
0.7551482638658625,0.49310022939327347,0.5333333333333333,-0.29804070514871617,0.0,0,0
-1.1415186927099306,0.4858649738474243,0.7333333333333333,-0.29804070514871617,2.4,0,0
-1.3603648800071373,0.6909301428860857,0.6,-0.29804070514871617,0.8,0,1
0.46335334746958673,1.0,0.8,-0.29804070514871617,0.0,0,1
-0.6308775890164477,0.1297989050991533,0.6,-0.29804070514871617,0.0,0,1
-1.2144674218089995,0.814822661354096,0.6,-0.29804070514871617,-4.4,0,0
0.6821995347667936,0.6266406629530955,0.4,-0.29804070514871617,0.0,0,0
-1.2874161509080684,0.50354056426824,0.6,-0.29804070514871617,0.0,0,1
-1.4333136091062064,1.0,0.5333333333333333,-0.29804070514871617,-3.0,0,0
-0.5579288599173787,0.1957059017029129,0.6,-0.29804070514871617,-0.4,1,0
0.6821995347667936,0.6894651193694629,0.7333333333333333,-0.29804070514871617,0.0,0,0
-0.5579288599173787,1.0,0.26666666666666666,-0.29804070514871617,0.6,0,0
1.0469431802621385,0.20755679825373563,0.8,-0.29804070514871617,0.0,0,0
-1.0685699636108614,0.43760633674409705,0.8,-0.29804070514871617,2.0,0,0
0.7551482638658625,0.22425479863279005,0.5333333333333333,-0.29804070514871617,0.0,0,0
-0.9956212345117925,0.7561890435847222,0.5333333333333333,-0.29804070514871617,-1.0,0,0
1.3387380966584144,0.8866659986014203,0.8,-0.29804070514871617,0.0,1,0
1.0469431802621385,0.3596551040547931,0.5333333333333333,-0.29804070514871617,-0.4,0,0
0.39040461837051776,0.316066569797206,0.8666666666666667,-0.29804070514871617,0.0,0,0
0.17155843107331084,0.24322113467977535,0.6666666666666666,-0.29804070514871617,0.0,0,0
-0.7038263181155167,0.7057737175870358,0.6666666666666666,-0.29804070514871617,0.6,0,0
-0.9956212345117925,0.054434609846265136,0.6,-0.29804070514871617,0.0,0,0
-1.5062623382052753,0.5845688909608596,0.5333333333333333,-0.29804070514871617,-2.0,0,1
0.6092508056677246,0.10769829011604733,0.9333333333333333,-0.29804070514871617,4.0,1,0
0.8280969929649316,0.6516359247729488,0.8,-0.29804070514871617,3.0,1,0
0.6092508056677246,0.2656294590632129,0.5333333333333333,-0.29804070514871617,4.0,0,0
0.3174558892714488,0.6146236577879345,0.6,-0.29804070514871617,0.0,1,0
0.5363020765686557,0.5565482738864189,0.13333333333333333,-0.29804070514871617,0.0,0,0
-0.2661339435211029,0.11999849685319489,0.6666666666666666,-0.29804070514871617,0.0,0,0
0.17155843107331084,0.36785433418221203,0.5333333333333333,-0.29804070514871617,1.6,0,0
-0.6308775890164477,0.47888568895317823,0.5333333333333333,3.184766950055923,0.0,0,0
-0.6308775890164477,0.12855989822171202,0.8,2.8849518259354623,0.0,0,0
-0.4849801308183098,0.7669615956883653,0.2,-0.29804070514871617,0.0,0,0
0.6821995347667936,0.37403030692515,0.5333333333333333,-0.29804070514871617,0.0,0,0
0.2445071601723798,0.28414648492387334,1.0,-0.29804070514871617,1.0,1,0
